hour_000000 load_low delta_start change_start
hour_004708 load_low delta_down change_mid
hour_004709 load_low delta_up change_small
hour_004710 load_low delta_up change_mid
hour_004711 load_low delta_up change_large
hour_004712 load_mid delta_up change_mid
hour_004713 load_mid delta_up change_large
hour_004714 load_high delta_up change_large
hour_004715 load_high delta_up change_large
hour_004716 load_high delta_up change_large
hour_004717 load_high delta_up change_large
hour_004718 load_high delta_down change_mid
hour_004719 load_high delta_down change_mid
hour_004720 load_high delta_up change_mid
hour_004721 load_high delta_up change_small
hour_004722 load_high delta_up change_mid
hour_004723 load_high delta_down change_mid
hour_004724 load_high delta_down change_mid
hour_004725 load_high delta_down change_mid
hour_004726 load_high delta_down change_large
hour_004727 load_mid delta_down change_large
hour_004728 load_mid delta_down change_large
hour_004729 load_low delta_down change_large
hour_004730 load_low delta_down change_small
hour_004731 load_low delta_down change_small
hour_004732 load_low delta_down change_small
hour_004733 load_low delta_up change_small
hour_004734 load_low delta_up change_mid
hour_004735 load_mid delta_up change_mid
hour_004736 load_mid delta_up change_large
hour_004737 load_high delta_up change_large
hour_004738 load_high delta_up change_large
hour_004739 load_high delta_up change_mid
hour_004740 load_high delta_up change_large
hour_004741 load_high delta_up change_large
hour_004742 load_high delta_up change_small
hour_004743 load_high delta_up change_mid
hour_004744 load_high delta_up change_small
hour_004745 load_high delta_up change_small
hour_004746 load_high delta_down change_small
hour_004747 load_high delta_down change_mid
hour_004748 load_high delta_down change_large
hour_004749 load_high delta_down change_mid
hour_004750 load_high delta_down change_large
hour_004751 load_high delta_down change_large
hour_004752 load_mid delta_down change_large
hour_004753 load_mid delta_down change_large
hour_004754 load_low delta_down change_mid
hour_004755 load_low delta_down change_mid
hour_004756 load_low delta_down change_small
hour_004757 load_low delta_down change_small
hour_004758 load_low delta_up change_mid
hour_004759 load_mid delta_up change_large
hour_004760 load_mid delta_up change_large
hour_004761 load_high delta_up change_large
hour_004762 load_high delta_up change_large
hour_004763 load_high delta_up change_mid
hour_004764 load_high delta_up change_mid
hour_004765 load_high delta_up change_large
hour_004766 load_high delta_up change_mid
hour_004767 load_high delta_down change_small
hour_004768 load_high delta_up change_mid
hour_004769 load_high delta_down change_small
hour_004770 load_high delta_down change_mid
hour_004771 load_high delta_down change_mid
hour_004772 load_high delta_down change_large
hour_004773 load_high delta_down change_mid
hour_004774 load_high delta_down change_large
hour_004775 load_high delta_down change_large
hour_004776 load_mid delta_down change_large
hour_004777 load_mid delta_down change_large
hour_004778 load_low delta_down change_mid
hour_004779 load_low delta_down change_mid
hour_004780 load_low delta_down change_mid
hour_004781 load_low delta_up change_small
hour_004782 load_mid delta_up change_mid
hour_004783 load_mid delta_up change_mid
hour_004784 load_mid delta_up change_large
hour_004785 load_high delta_up change_large
hour_004786 load_high delta_up change_large
hour_004787 load_high delta_up change_large
hour_004788 load_high delta_up change_large
hour_004789 load_high delta_up change_large
hour_004790 load_high delta_up change_small
hour_004791 load_high delta_down change_mid
hour_004792 load_high delta_down change_mid
hour_004793 load_high delta_up change_small
hour_004794 load_high delta_down change_mid
hour_004795 load_high delta_down change_mid
hour_004796 load_high delta_down change_large
hour_004797 load_high delta_up change_small
hour_004798 load_high delta_down change_large
hour_004799 load_high delta_down change_large
hour_004800 load_mid delta_down change_large
hour_004801 load_mid delta_down change_large
hour_004802 load_low delta_down change_mid
hour_004803 load_low delta_down change_mid
hour_004804 load_low delta_down change_small
hour_004805 load_low delta_up change_small
hour_004806 load_low delta_up change_mid
hour_004807 load_mid delta_up change_large
hour_004808 load_mid delta_up change_large
hour_004809 load_high delta_up change_large
hour_004810 load_high delta_up change_large
hour_004811 load_high delta_up change_large
hour_004812 load_high delta_up change_large
hour_004813 load_high delta_up change_small
hour_004814 load_high delta_down change_mid
hour_004815 load_high delta_up change_small
hour_004816 load_high delta_up change_small
hour_004817 load_high delta_up change_small
hour_004818 load_high delta_up change_small
hour_004819 load_high delta_down change_mid
hour_004820 load_high delta_down change_large
hour_004821 load_high delta_down change_large
hour_004822 load_high delta_down change_large
hour_004823 load_mid delta_down change_large
hour_004824 load_mid delta_down change_large
hour_004825 load_mid delta_down change_large
hour_004826 load_low delta_down change_mid
hour_004827 load_low delta_down change_mid
hour_004828 load_low delta_down change_small
hour_004829 load_low delta_up change_mid
hour_004830 load_low delta_up change_large
hour_004831 load_mid delta_up change_mid
hour_004832 load_mid delta_up change_large
hour_004833 load_high delta_up change_large
hour_004834 load_high delta_up change_large
hour_004835 load_high delta_up change_large
hour_004836 load_high delta_up change_large
hour_004837 load_high delta_up change_large
hour_004838 load_high delta_up change_mid
hour_004839 load_high delta_down change_small
hour_004840 load_high delta_down change_small
hour_004841 load_high delta_up change_small
hour_004842 load_high delta_down change_small
hour_004843 load_high delta_down change_mid
hour_004844 load_high delta_down change_large
hour_004845 load_high delta_down change_mid
hour_004846 load_high delta_down change_large
hour_004847 load_high delta_down change_large
hour_004848 load_mid delta_down change_large
hour_004849 load_low delta_down change_large
hour_004850 load_low delta_down change_mid
hour_004851 load_low delta_down change_mid
hour_004852 load_low delta_down change_small
hour_004853 load_low delta_up change_mid
hour_004854 load_low delta_up change_mid
hour_004855 load_mid delta_up change_mid
hour_004856 load_mid delta_up change_mid
hour_004857 load_high delta_up change_large
hour_004858 load_high delta_up change_large
hour_004859 load_high delta_up change_large
hour_004860 load_high delta_up change_large
hour_004861 load_high delta_up change_mid
hour_004862 load_high delta_up change_mid
hour_004863 load_high delta_up change_mid
hour_004864 load_high delta_up change_mid
hour_004865 load_high delta_down change_small
hour_004866 load_high delta_down change_mid
hour_004867 load_high delta_down change_large
hour_004868 load_high delta_down change_large
hour_004869 load_high delta_down change_mid
hour_004870 load_high delta_down change_large
hour_004871 load_high delta_down change_large
hour_004872 load_mid delta_down change_large
hour_004873 load_mid delta_down change_large
hour_004874 load_low delta_down change_mid
hour_004875 load_low delta_down change_small
hour_004876 load_low delta_down change_mid
hour_004877 load_low delta_up change_mid
hour_004878 load_low delta_up change_mid
hour_004879 load_mid delta_up change_mid
hour_004880 load_mid delta_up change_mid
hour_004881 load_high delta_up change_large
hour_004882 load_high delta_up change_large
hour_004883 load_high delta_up change_large
hour_004884 load_high delta_up change_large
hour_004885 load_high delta_up change_mid
hour_004886 load_high delta_down change_mid
hour_004887 load_high delta_up change_small
hour_004888 load_high delta_up change_mid
hour_004889 load_high delta_up change_small
hour_004890 load_high delta_down change_small
hour_004891 load_high delta_down change_large
hour_004892 load_high delta_down change_large
hour_004893 load_high delta_down change_large
hour_004894 load_high delta_down change_large
hour_004895 load_mid delta_down change_large
hour_004896 load_mid delta_down change_large
hour_004897 load_low delta_down change_large
hour_004898 load_low delta_down change_small
hour_004899 load_low delta_down change_mid
hour_004900 load_low delta_down change_small
hour_004901 load_low delta_up change_mid
hour_004902 load_low delta_up change_mid
hour_004903 load_mid delta_up change_mid
hour_004904 load_mid delta_up change_mid
hour_004905 load_high delta_up change_large
hour_004906 load_high delta_up change_large
hour_004907 load_high delta_up change_large
hour_004908 load_high delta_up change_mid
hour_004909 load_high delta_up change_large
hour_004910 load_high delta_up change_small
hour_004911 load_high delta_up change_small
hour_004912 load_high delta_up change_mid
hour_004913 load_high delta_down change_small
hour_004914 load_high delta_down change_mid
hour_004915 load_high delta_down change_mid
hour_004916 load_high delta_down change_large
hour_004917 load_high delta_down change_small
hour_004918 load_high delta_down change_large
hour_004919 load_mid delta_down change_large
hour_004920 load_mid delta_down change_large
hour_004921 load_mid delta_down change_large
hour_004922 load_low delta_down change_mid
hour_004923 load_low delta_down change_mid
hour_004924 load_low delta_down change_mid
hour_004925 load_low delta_up change_mid
hour_004926 load_mid delta_up change_mid
hour_004927 load_mid delta_up change_mid
hour_004928 load_mid delta_up change_mid
hour_004929 load_high delta_up change_large
hour_004930 load_high delta_up change_large
hour_004931 load_high delta_up change_large
hour_004932 load_high delta_up change_mid
hour_004933 load_high delta_up change_large
hour_004934 load_high delta_up change_mid
hour_004935 load_high delta_up change_small
hour_004936 load_high delta_up change_small
hour_004937 load_high delta_up change_small
hour_004938 load_high delta_down change_mid
hour_004939 load_high delta_down change_mid
hour_004940 load_high delta_down change_large
hour_004941 load_high delta_down change_small
